frame.number$frame.time$frame.len$eth.src$eth.dst$ip.src$ip.dst$ip.proto$ip.len$tcp.len$tcp.srcport$tcp.dstport$_ws.col.Info
78$Mar 27, 2020 20:42:39.484561331 IST$1050$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$1036$984$36344$443$Application Data, Application Data
79$Mar 27, 2020 20:42:39.494684110 IST$646$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$632$580$443$36344$Application Data, Application Data
80$Mar 27, 2020 20:42:39.494956556 IST$97$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$83$31$36344$443$Application Data
81$Mar 27, 2020 20:42:39.499864088 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$52$0$443$36344$443 → 36344 [ACK] Seq=793 Ack=2242 Win=65536 Len=0 TSval=1873522010 TSecr=2866792311
82$Mar 27, 2020 20:42:39.500192104 IST$97$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$83$31$443$36344$Application Data
83$Mar 27, 2020 20:42:39.504373543 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$52$0$443$36344$443 → 36344 [ACK] Seq=824 Ack=3226 Win=68352 Len=0 TSval=1873522015 TSecr=2866792313
84$Mar 27, 2020 20:42:39.510820502 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$52$0$443$36344$443 → 36344 [ACK] Seq=824 Ack=3257 Win=68352 Len=0 TSval=1873522021 TSecr=2866792323
85$Mar 27, 2020 20:42:39.543739682 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$52$0$36344$443$36344 → 443 [ACK] Seq=3257 Ack=824 Win=64128 Len=0 TSval=2866792372 TSecr=1873522010
86$Mar 27, 2020 20:42:39.830240038 IST$526$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$512$460$443$36344$Application Data
87$Mar 27, 2020 20:42:39.830280054 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$52$0$36344$443$36344 → 443 [ACK] Seq=3257 Ack=1284 Win=64128 Len=0 TSval=2866792658 TSecr=1873522315
88$Mar 27, 2020 20:42:39.830291758 IST$489$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$475$423$443$36344$Application Data
89$Mar 27, 2020 20:42:39.830300674 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$52$0$36344$443$36344 → 443 [ACK] Seq=3257 Ack=1707 Win=64128 Len=0 TSval=2866792659 TSecr=1873522316
